"Seconds";"Speed";"RPM";"Distance";"Calories";"Pulse";"Watts";"Load";"CurrentSessionLevel";"OriginalLevel";"SessionSkalaModifier";"CurrentSkalaModifier";"ANT_RR";"ANT_InstantHR";"CurrentPicture";"CurrentSessionNumber"
"883";"16.4";"44";"0.0";"1";"0";"58.0";"11";"11";"2";"9";"9";"0.739";"83";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"26"
"882";"16.4";"44";"0.1";"1";"0";"58.0";"11";"11";"2";"9";"9";"0.73";"84";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"26"
"881";"16.4";"44";"0.1";"1";"0";"58.0";"11";"11";"2";"9";"9";"0.714";"84";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"26"
"880";"16.0";"43";"0.1";"1";"0";"55.5";"11";"11";"2";"9";"9";"0.723";"84";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"26"
"879";"16.0";"43";"0.1";"1";"0";"55.5";"11";"11";"2";"9";"9";"0.726";"84";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"26"
"878";"16.8";"45";"0.1";"1";"0";"60.5";"11";"11";"2";"9";"9";"0.734";"84";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"26"
"877";"17.1";"46";"0.1";"2";"0";"63.0";"11";"11";"2";"9";"9";"0.732";"84";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"26"
"876";"16.4";"44";"0.1";"2";"0";"58.0";"11";"11";"2";"9";"9";"0.732";"84";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"26"
"875";"16.4";"44";"0.1";"2";"0";"58.0";"11";"11";"2";"9";"9";"0.734";"83";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"26"
"874";"16.0";"43";"0.1";"2";"0";"55.5";"11";"11";"2";"9";"9";"0.747";"83";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"26"
"873";"16.4";"44";"0.1";"2";"0";"58.0";"11";"11";"2";"9";"9";"0.738";"83";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"26"
"872";"16.8";"45";"0.1";"2";"0";"60.5";"11";"11";"2";"9";"9";"0.742";"83";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"26"
"871";"16.8";"45";"0.1";"2";"0";"60.5";"11";"11";"2";"9";"9";"0.75";"83";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"26"
"870";"16.0";"43";"0.1";"2";"0";"55.5";"11";"11";"2";"9";"9";"0.742";"83";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"869";"15.6";"42";"0.1";"2";"0";"53.0";"11";"11";"2";"9";"9";"0.74";"83";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"868";"15.6";"42";"0.1";"2";"0";"53.0";"11";"11";"2";"9";"9";"0.736";"83";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"867";"15.3";"41";"0.1";"2";"0";"50.5";"11";"11";"2";"9";"9";"0.727";"83";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"866";"14.5";"39";"0.1";"2";"0";"46.1";"11";"11";"2";"9";"9";"0.721";"83";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"865";"14.5";"39";"0.1";"2";"0";"46.1";"11";"11";"2";"9";"9";"0.725";"83";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"864";"14.1";"38";"0.1";"2";"0";"44.2";"11";"11";"2";"9";"9";"0.721";"83";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"863";"16.4";"44";"0.1";"2";"0";"58.0";"11";"11";"2";"9";"9";"0.713";"84";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"862";"17.9";"48";"0.1";"3";"0";"68.0";"11";"11";"2";"9";"9";"0.704";"84";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"861";"17.9";"48";"0.1";"3";"0";"68.0";"11";"11";"2";"9";"9";"0.688";"86";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"860";"17.1";"46";"0.2";"3";"0";"63.0";"11";"11";"2";"9";"9";"0.69";"86";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"859";"16.8";"45";"0.2";"3";"0";"60.5";"11";"11";"2";"9";"9";"0.683";"87";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"858";"16.8";"45";"0.2";"3";"0";"60.5";"11";"11";"2";"9";"9";"0.682";"87";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"857";"16.8";"45";"0.2";"3";"0";"60.5";"11";"11";"2";"9";"9";"0.681";"88";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"856";"16.8";"45";"0.2";"3";"0";"60.5";"11";"11";"2";"9";"9";"0.673";"88";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"855";"16.4";"44";"0.2";"3";"0";"58.0";"11";"11";"2";"9";"9";"0.677";"89";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"854";"16.0";"43";"0.2";"3";"0";"55.5";"11";"11";"2";"9";"9";"0.669";"89";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"853";"16.0";"43";"0.2";"3";"0";"55.5";"11";"11";"2";"9";"9";"0.671";"89";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"852";"15.6";"42";"0.2";"3";"0";"53.0";"11";"11";"2";"9";"9";"0.662";"90";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"851";"16.0";"43";"0.2";"3";"0";"55.5";"11";"11";"2";"9";"9";"0.659";"90";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"850";"16.0";"43";"0.2";"3";"0";"55.5";"11";"11";"2";"9";"9";"0.66";"91";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"849";"16.0";"43";"0.2";"3";"0";"55.5";"11";"11";"2";"9";"9";"0.664";"91";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"848";"16.0";"43";"0.2";"3";"0";"55.5";"11";"11";"2";"9";"9";"0.669";"91";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"847";"16.0";"43";"0.2";"4";"0";"55.5";"11";"11";"2";"9";"9";"0.663";"91";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"846";"15.6";"42";"0.2";"4";"0";"53.0";"11";"11";"2";"9";"9";"0.674";"91";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"845";"16.0";"43";"0.2";"4";"0";"55.5";"11";"11";"2";"9";"9";"0.669";"91";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"844";"16.4";"44";"0.2";"4";"0";"58.0";"11";"11";"2";"9";"9";"0.665";"91";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"843";"16.4";"44";"0.2";"4";"0";"58.0";"11";"11";"2";"9";"9";"0.663";"92";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"842";"16.0";"43";"0.2";"4";"0";"55.5";"11";"11";"2";"9";"9";"0.661";"92";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"841";"15.6";"42";"0.2";"4";"0";"53.0";"11";"11";"2";"9";"9";"0.664";"92";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"26"
"840";"16.4";"44";"0.2";"4";"0";"58.0";"11";"11";"2";"9";"9";"0.657";"92";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"839";"16.4";"44";"0.2";"4";"0";"58.0";"11";"11";"2";"9";"9";"0.652";"92";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"838";"15.6";"42";"0.3";"4";"0";"53.0";"11";"11";"2";"9";"9";"0.65";"93";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"837";"15.3";"41";"0.3";"4";"0";"50.5";"11";"11";"2";"9";"9";"0.649";"93";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"836";"15.3";"41";"0.3";"4";"0";"50.5";"11";"11";"2";"9";"9";"0.616";"94";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"835";"15.6";"42";"0.3";"4";"0";"53.0";"11";"11";"2";"9";"9";"0.69";"93";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"834";"15.6";"42";"0.3";"4";"0";"53.0";"11";"11";"2";"9";"9";"0.661";"93";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"833";"15.6";"42";"0.3";"4";"0";"53.0";"11";"11";"2";"9";"9";"0.664";"93";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"832";"15.3";"41";"0.3";"4";"0";"50.5";"11";"11";"2";"9";"9";"0.666";"93";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"831";"15.6";"42";"0.3";"5";"0";"53.0";"11";"11";"2";"9";"9";"0.656";"93";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"830";"15.6";"42";"0.3";"5";"0";"53.0";"11";"11";"2";"9";"9";"0.665";"92";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"829";"16.0";"43";"0.3";"5";"0";"55.5";"11";"11";"2";"9";"9";"0.661";"92";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"828";"15.6";"42";"0.3";"5";"0";"53.0";"11";"11";"2";"9";"9";"0.668";"92";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"827";"16.4";"44";"0.3";"5";"0";"58.0";"11";"11";"2";"9";"9";"0.669";"92";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"826";"16.4";"44";"0.3";"5";"0";"58.0";"11";"11";"2";"9";"9";"0.662";"92";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"825";"16.8";"45";"0.3";"5";"0";"60.5";"11";"11";"2";"9";"9";"0.668";"92";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"824";"16.4";"44";"0.3";"5";"0";"58.0";"11";"11";"2";"9";"9";"0.664";"92";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"823";"16.4";"44";"0.3";"5";"0";"58.0";"11";"11";"2";"9";"9";"0.673";"92";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"822";"16.4";"44";"0.3";"5";"0";"58.0";"11";"11";"2";"9";"9";"0.683";"92";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"821";"16.8";"45";"0.3";"5";"0";"60.5";"11";"11";"2";"9";"9";"0.745";"90";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"820";"16.8";"45";"0.3";"5";"0";"60.5";"11";"11";"2";"9";"9";"0.734";"89";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"819";"16.4";"44";"0.3";"5";"0";"58.0";"11";"11";"2";"9";"9";"0.711";"89";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"818";"16.4";"44";"0.3";"5";"0";"58.0";"11";"11";"2";"9";"9";"0.693";"88";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"817";"16.8";"45";"0.3";"5";"0";"60.5";"11";"11";"2";"9";"9";"0.671";"89";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"816";"16.8";"45";"0.4";"6";"0";"60.5";"11";"11";"2";"9";"9";"0.675";"90";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"815";"16.8";"45";"0.4";"6";"0";"60.5";"11";"11";"2";"9";"9";"0.67";"90";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"814";"16.8";"45";"0.4";"6";"0";"60.5";"11";"11";"2";"9";"9";"0.654";"90";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"813";"16.8";"45";"0.4";"6";"0";"60.5";"11";"11";"2";"9";"9";"0.653";"91";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"812";"16.4";"44";"0.4";"6";"0";"58.0";"11";"11";"2";"9";"9";"0.693";"90";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"811";"16.4";"44";"0.4";"6";"0";"58.0";"11";"11";"2";"9";"9";"0.731";"89";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"26"
"810";"16.4";"44";"0.4";"6";"0";"58.0";"11";"11";"2";"9";"9";"0.728";"89";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"809";"16.4";"44";"0.4";"6";"0";"58.0";"11";"11";"2";"9";"9";"0.713";"88";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"808";"16.4";"44";"0.4";"6";"0";"58.0";"11";"11";"2";"9";"9";"0.709";"88";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"807";"16.4";"44";"0.4";"6";"0";"58.0";"11";"11";"2";"9";"9";"0.678";"88";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"806";"16.4";"44";"0.4";"6";"0";"58.0";"11";"11";"2";"9";"9";"0.696";"88";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"805";"16.4";"44";"0.4";"6";"0";"58.0";"11";"11";"2";"9";"9";"0.663";"89";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"804";"16.4";"44";"0.4";"6";"0";"58.0";"11";"11";"2";"9";"9";"0.658";"90";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"803";"16.4";"44";"0.4";"6";"0";"58.0";"11";"11";"2";"9";"9";"0.647";"91";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"802";"16.8";"45";"0.4";"6";"0";"60.5";"11";"11";"2";"9";"9";"0.66";"91";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"801";"17.1";"46";"0.4";"7";"0";"63.0";"11";"11";"2";"9";"9";"0.652";"92";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"800";"16.8";"45";"0.4";"7";"0";"60.5";"11";"11";"2";"9";"9";"0.656";"92";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"799";"16.8";"45";"0.4";"7";"0";"60.5";"11";"11";"2";"9";"9";"0.664";"92";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"798";"16.8";"45";"0.4";"7";"0";"60.5";"11";"11";"2";"9";"9";"0.653";"92";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"797";"16.8";"45";"0.4";"7";"0";"60.5";"11";"11";"2";"9";"9";"0.645";"93";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"796";"16.8";"45";"0.4";"7";"0";"60.5";"11";"11";"2";"9";"9";"0.629";"94";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"795";"16.8";"45";"0.4";"7";"0";"60.5";"11";"11";"2";"9";"9";"0.631";"94";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"794";"16.8";"45";"0.5";"7";"0";"60.5";"11";"11";"2";"9";"9";"0.629";"95";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"793";"16.8";"45";"0.5";"7";"0";"60.5";"11";"11";"2";"9";"9";"0.629";"95";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"792";"16.8";"45";"0.5";"7";"0";"60.5";"11";"11";"2";"9";"9";"0.638";"95";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"791";"16.8";"45";"0.5";"7";"0";"60.5";"11";"11";"2";"9";"9";"0.632";"96";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"790";"16.4";"44";"0.5";"7";"0";"58.0";"11";"11";"2";"9";"9";"0.64";"96";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"789";"16.0";"43";"0.5";"7";"0";"55.5";"11";"11";"2";"9";"9";"0.636";"96";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"788";"16.0";"43";"0.5";"7";"0";"55.5";"11";"11";"2";"9";"9";"0.646";"95";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"787";"15.6";"42";"0.5";"7";"0";"53.0";"11";"11";"2";"9";"9";"0.645";"95";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"786";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.644";"95";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"785";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.645";"95";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"784";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.639";"96";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"783";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.644";"95";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"782";"16.4";"44";"0.5";"8";"0";"58.0";"11";"11";"2";"9";"9";"0.633";"96";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"781";"16.4";"44";"0.5";"8";"0";"58.0";"11";"11";"2";"9";"9";"0.643";"96";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"26"
"780";"16.4";"44";"0.5";"8";"0";"58.0";"11";"11";"2";"9";"9";"0.638";"95";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"779";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.645";"95";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"778";"15.6";"42";"0.5";"8";"0";"53.0";"11";"11";"2";"9";"9";"0.643";"95";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"777";"15.6";"42";"0.5";"8";"0";"53.0";"11";"11";"2";"9";"9";"0.641";"95";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"776";"15.6";"42";"0.5";"8";"0";"53.0";"11";"11";"2";"9";"9";"0.648";"95";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"775";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.64";"95";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"774";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.629";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"773";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.629";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"772";"16.4";"44";"0.6";"8";"0";"58.0";"11";"11";"2";"9";"9";"0.63";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"771";"16.4";"44";"0.6";"9";"0";"58.0";"11";"11";"2";"9";"9";"0.624";"97";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"770";"16.4";"44";"0.6";"9";"0";"58.0";"11";"11";"2";"9";"9";"0.631";"97";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"769";"16.0";"43";"0.6";"9";"0";"55.5";"11";"11";"2";"9";"9";"0.644";"97";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"768";"16.0";"43";"0.6";"9";"0";"55.5";"11";"11";"2";"9";"9";"0.641";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"767";"16.0";"43";"0.6";"9";"0";"55.5";"11";"11";"2";"9";"9";"0.645";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"766";"16.0";"43";"0.6";"9";"0";"55.5";"11";"11";"2";"9";"9";"0.636";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"765";"16.0";"43";"0.6";"9";"0";"55.5";"11";"11";"2";"9";"9";"0.637";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"764";"16.0";"43";"0.6";"9";"0";"55.5";"11";"11";"2";"9";"9";"0.639";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"763";"16.0";"43";"0.6";"9";"0";"55.5";"11";"11";"2";"9";"9";"0.63";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"762";"16.0";"43";"0.6";"9";"0";"55.5";"11";"11";"2";"9";"9";"0.64";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"761";"16.0";"43";"0.6";"9";"0";"55.5";"11";"11";"2";"9";"9";"0.634";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"760";"16.0";"43";"0.6";"9";"0";"55.5";"11";"11";"2";"9";"9";"0.634";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"759";"16.0";"43";"0.6";"9";"0";"55.5";"11";"11";"2";"9";"9";"0.634";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"758";"16.0";"43";"0.6";"9";"0";"55.5";"11";"11";"2";"9";"9";"0.644";"97";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"757";"15.6";"42";"0.6";"9";"0";"53.0";"11";"11";"2";"9";"9";"0.647";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"756";"15.6";"42";"0.6";"9";"0";"53.0";"11";"11";"2";"9";"9";"0.643";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"755";"15.6";"42";"0.6";"10";"0";"53.0";"11";"11";"2";"9";"9";"0.639";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"754";"16.0";"43";"0.6";"10";"0";"55.5";"11";"11";"2";"9";"9";"0.641";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"753";"16.4";"44";"0.6";"10";"0";"58.0";"11";"11";"2";"9";"9";"0.635";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"752";"16.4";"44";"0.6";"10";"0";"58.0";"11";"11";"2";"9";"9";"0.65";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"751";"16.4";"44";"0.6";"10";"0";"58.0";"11";"11";"2";"9";"9";"0.64";"96";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"26"
"750";"16.0";"43";"0.6";"10";"0";"55.5";"11";"11";"2";"9";"9";"0.66";"95";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"26"
"749";"16.0";"43";"0.7";"10";"0";"55.5";"11";"11";"2";"9";"9";"0.657";"95";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"26"
"748";"15.6";"42";"0.7";"10";"0";"53.0";"11";"11";"2";"9";"9";"0.665";"94";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"26"
"747";"15.6";"42";"0.7";"10";"0";"53.0";"11";"11";"2";"9";"9";"0.661";"94";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"26"
"746";"15.6";"42";"0.7";"10";"0";"53.0";"11";"11";"2";"9";"9";"0.661";"94";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"26"
"745";"15.3";"41";"0.7";"10";"0";"50.5";"11";"11";"2";"9";"9";"0.656";"93";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"26"
"744";"15.3";"41";"0.7";"10";"0";"50.5";"11";"11";"2";"9";"9";"0.673";"93";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"26"
"743";"15.6";"42";"0.7";"10";"0";"53.0";"11";"11";"2";"9";"9";"0.674";"92";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"26"
"742";"15.6";"42";"0.7";"10";"0";"53.0";"11";"11";"2";"9";"9";"0.668";"92";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"26"
"741";"15.6";"42";"0.7";"10";"0";"53.0";"11";"11";"2";"9";"9";"0.672";"92";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"26"
"740";"15.6";"42";"0.7";"10";"0";"53.0";"11";"11";"2";"9";"9";"0.672";"92";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"26"
