"Seconds";"Speed";"RPM";"Distance";"Calories";"Pulse";"Watts";"Load";"CurrentSessionLevel";"OriginalLevel";"SessionSkalaModifier";"CurrentSkalaModifier";"ANT_RR";"ANT_InstantHR";"CurrentPicture";"CurrentSessionNumber"
"880";"15.6";"42";"0.0";"1";"0";"53.0";"11";"11";"2";"9";"9";"0.848";"72";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"27"
"879";"16.0";"43";"0.1";"1";"0";"55.5";"11";"11";"2";"9";"9";"0.845";"72";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"27"
"878";"16.0";"43";"0.1";"1";"0";"55.5";"11";"11";"2";"9";"9";"0.859";"72";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"27"
"877";"16.0";"43";"0.1";"1";"0";"55.5";"11";"11";"2";"9";"9";"0.828";"73";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"27"
"876";"15.3";"41";"0.1";"1";"0";"50.5";"11";"11";"2";"9";"9";"0.848";"72";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"27"
"875";"15.6";"42";"0.1";"1";"0";"53.0";"11";"11";"2";"9";"9";"0.855";"72";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"27"
"874";"15.6";"42";"0.1";"1";"0";"53.0";"11";"11";"2";"9";"9";"0.856";"72";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"27"
"873";"15.3";"41";"0.1";"1";"0";"50.5";"11";"11";"2";"9";"9";"0.869";"72";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"27"
"872";"14.9";"40";"0.1";"1";"0";"48.0";"11";"11";"2";"9";"9";"0.868";"72";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"27"
"871";"15.6";"42";"0.1";"2";"0";"53.0";"11";"11";"2";"9";"9";"0.86";"72";"/storage/emulated/0/Documents/images/TE9/0117a.jpg";"27"
"870";"15.6";"42";"0.1";"2";"0";"53.0";"11";"11";"2";"9";"9";"0.852";"72";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"869";"16.0";"43";"0.1";"2";"0";"55.5";"11";"11";"2";"9";"9";"0.86";"72";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"868";"15.6";"42";"0.1";"2";"0";"53.0";"11";"11";"2";"9";"9";"0.863";"71";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"867";"15.6";"42";"0.1";"2";"0";"53.0";"11";"11";"2";"9";"9";"0.84";"72";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"866";"15.6";"42";"0.1";"2";"0";"53.0";"11";"11";"2";"9";"9";"0.829";"72";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"865";"16.0";"43";"0.1";"2";"0";"55.5";"11";"11";"2";"9";"9";"0.824";"72";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"864";"15.6";"42";"0.1";"2";"0";"53.0";"11";"11";"2";"9";"9";"0.825";"73";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"863";"15.6";"42";"0.1";"2";"0";"53.0";"11";"11";"2";"9";"9";"0.832";"73";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"862";"15.6";"42";"0.1";"2";"0";"53.0";"11";"11";"2";"9";"9";"0.822";"73";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"861";"15.3";"41";"0.1";"2";"0";"50.5";"11";"11";"2";"9";"9";"0.828";"73";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"860";"15.3";"41";"0.1";"2";"0";"50.5";"11";"11";"2";"9";"9";"0.829";"73";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"859";"15.3";"41";"0.1";"2";"0";"50.5";"11";"11";"2";"9";"9";"0.831";"73";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"858";"15.3";"41";"0.1";"2";"0";"50.5";"11";"11";"2";"9";"9";"0.826";"73";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"857";"15.3";"41";"0.1";"2";"0";"50.5";"11";"11";"2";"9";"9";"0.822";"73";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"856";"15.3";"41";"0.2";"2";"0";"50.5";"11";"11";"2";"9";"9";"0.82";"74";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"855";"15.6";"42";"0.2";"2";"0";"53.0";"11";"11";"2";"9";"9";"0.795";"74";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"854";"15.6";"42";"0.2";"3";"0";"53.0";"11";"11";"2";"9";"9";"0.794";"75";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"853";"16.0";"43";"0.2";"3";"0";"55.5";"11";"11";"2";"9";"9";"0.774";"75";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"852";"15.6";"42";"0.2";"3";"0";"53.0";"11";"11";"2";"9";"9";"0.791";"75";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"851";"15.3";"41";"0.2";"3";"0";"50.5";"11";"11";"2";"9";"9";"0.787";"76";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"850";"15.3";"41";"0.2";"3";"0";"50.5";"11";"11";"2";"9";"9";"0.771";"76";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"849";"16.0";"43";"0.2";"3";"0";"55.5";"11";"11";"2";"9";"9";"0.784";"77";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"848";"15.6";"42";"0.2";"3";"0";"53.0";"11";"11";"2";"9";"9";"0.79";"77";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"847";"15.6";"42";"0.2";"3";"0";"53.0";"11";"11";"2";"9";"9";"0.797";"77";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"846";"15.3";"41";"0.2";"3";"0";"50.5";"11";"11";"2";"9";"9";"0.787";"77";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"845";"15.6";"42";"0.2";"3";"0";"53.0";"11";"11";"2";"9";"9";"0.777";"77";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"844";"15.6";"42";"0.2";"3";"0";"53.0";"11";"11";"2";"9";"9";"0.782";"77";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"843";"15.6";"42";"0.2";"3";"0";"53.0";"11";"11";"2";"9";"9";"0.78";"77";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"842";"15.6";"42";"0.2";"3";"0";"53.0";"11";"11";"2";"9";"9";"0.779";"77";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"841";"16.0";"43";"0.2";"3";"0";"55.5";"11";"11";"2";"9";"9";"0.767";"78";"/storage/emulated/0/Documents/images/TE9/0119a.jpg";"27"
"840";"16.0";"43";"0.2";"3";"0";"55.5";"11";"11";"2";"9";"9";"0.767";"78";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"839";"15.6";"42";"0.2";"3";"0";"53.0";"11";"11";"2";"9";"9";"0.766";"79";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"838";"15.3";"41";"0.2";"4";"0";"50.5";"11";"11";"2";"9";"9";"0.762";"79";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"837";"15.3";"41";"0.2";"4";"0";"50.5";"11";"11";"2";"9";"9";"0.762";"79";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"836";"14.5";"39";"0.2";"4";"0";"46.1";"11";"11";"2";"9";"9";"0.756";"79";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"835";"14.9";"40";"0.2";"4";"0";"48.0";"11";"11";"2";"9";"9";"0.749";"80";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"834";"14.9";"40";"0.2";"4";"0";"48.0";"11";"11";"2";"9";"9";"0.752";"80";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"833";"15.3";"41";"0.3";"4";"0";"50.5";"11";"11";"2";"9";"9";"0.755";"80";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"832";"15.3";"41";"0.3";"4";"0";"50.5";"11";"11";"2";"9";"9";"0.765";"80";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"831";"15.3";"41";"0.3";"4";"0";"50.5";"11";"11";"2";"9";"9";"0.746";"80";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"830";"15.3";"41";"0.3";"4";"0";"50.5";"11";"11";"2";"9";"9";"0.759";"80";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"829";"15.3";"41";"0.3";"4";"0";"50.5";"11";"11";"2";"9";"9";"0.768";"80";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"828";"15.3";"41";"0.3";"4";"0";"50.5";"11";"11";"2";"9";"9";"0.765";"80";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"827";"14.9";"40";"0.3";"4";"0";"48.0";"11";"11";"2";"9";"9";"0.757";"80";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"826";"15.3";"41";"0.3";"4";"0";"50.5";"11";"11";"2";"9";"9";"0.747";"81";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"825";"15.3";"41";"0.3";"4";"0";"50.5";"11";"11";"2";"9";"9";"0.761";"80";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"824";"15.6";"42";"0.3";"4";"0";"53.0";"11";"11";"2";"9";"9";"0.75";"81";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"823";"16.0";"43";"0.3";"4";"0";"55.5";"11";"11";"2";"9";"9";"0.744";"81";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"822";"16.0";"43";"0.3";"5";"0";"55.5";"11";"11";"2";"9";"9";"0.744";"81";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"821";"15.6";"42";"0.3";"5";"0";"53.0";"11";"11";"2";"9";"9";"0.741";"81";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"820";"15.6";"42";"0.3";"5";"0";"53.0";"11";"11";"2";"9";"9";"0.748";"81";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"819";"16.0";"43";"0.3";"5";"0";"55.5";"11";"11";"2";"9";"9";"0.735";"82";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"818";"16.0";"43";"0.3";"5";"0";"55.5";"11";"11";"2";"9";"9";"0.739";"82";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"817";"15.6";"42";"0.3";"5";"0";"53.0";"11";"11";"2";"9";"9";"0.727";"82";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"816";"15.6";"42";"0.3";"5";"0";"53.0";"11";"11";"2";"9";"9";"0.717";"82";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"815";"15.6";"42";"0.3";"5";"0";"53.0";"11";"11";"2";"9";"9";"0.712";"83";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"814";"15.6";"42";"0.3";"5";"0";"53.0";"11";"11";"2";"9";"9";"0.723";"83";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"813";"16.0";"43";"0.3";"5";"0";"55.5";"11";"11";"2";"9";"9";"0.712";"83";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"812";"15.6";"42";"0.3";"5";"0";"53.0";"11";"11";"2";"9";"9";"0.738";"83";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"811";"15.6";"42";"0.3";"5";"0";"53.0";"11";"11";"2";"9";"9";"0.731";"84";"/storage/emulated/0/Documents/images/TE9/0216a.jpg";"27"
"810";"15.6";"42";"0.4";"5";"0";"53.0";"11";"11";"2";"9";"9";"0.736";"83";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"809";"15.6";"42";"0.4";"5";"0";"53.0";"11";"11";"2";"9";"9";"0.736";"83";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"808";"15.3";"41";"0.4";"5";"0";"50.5";"11";"11";"2";"9";"9";"0.742";"83";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"807";"15.3";"41";"0.4";"6";"0";"50.5";"11";"11";"2";"9";"9";"0.735";"83";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"806";"15.3";"41";"0.4";"6";"0";"50.5";"11";"11";"2";"9";"9";"0.748";"83";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"805";"15.6";"42";"0.4";"6";"0";"53.0";"11";"11";"2";"9";"9";"0.736";"83";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"804";"15.6";"42";"0.4";"6";"0";"53.0";"11";"11";"2";"9";"9";"0.75";"83";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"803";"15.6";"42";"0.4";"6";"0";"53.0";"11";"11";"2";"9";"9";"0.739";"83";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"802";"15.3";"41";"0.4";"6";"0";"50.5";"11";"11";"2";"9";"9";"0.747";"82";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"801";"15.6";"42";"0.4";"6";"0";"53.0";"11";"11";"2";"9";"9";"0.751";"82";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"800";"15.6";"42";"0.4";"6";"0";"53.0";"11";"11";"2";"9";"9";"0.741";"82";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"799";"16.0";"43";"0.4";"6";"0";"55.5";"11";"11";"2";"9";"9";"0.752";"82";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"798";"16.0";"43";"0.4";"6";"0";"55.5";"11";"11";"2";"9";"9";"0.747";"82";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"797";"15.6";"42";"0.4";"6";"0";"53.0";"11";"11";"2";"9";"9";"0.746";"82";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"796";"15.6";"42";"0.4";"6";"0";"53.0";"11";"11";"2";"9";"9";"0.75";"82";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"795";"16.0";"43";"0.4";"6";"0";"55.5";"11";"11";"2";"9";"9";"0.733";"82";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"794";"16.0";"43";"0.4";"6";"0";"55.5";"11";"11";"2";"9";"9";"0.752";"82";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"793";"15.6";"42";"0.4";"6";"0";"53.0";"11";"11";"2";"9";"9";"0.751";"82";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"792";"15.6";"42";"0.4";"6";"0";"53.0";"11";"11";"2";"9";"9";"0.756";"82";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"791";"15.6";"42";"0.4";"7";"0";"53.0";"11";"11";"2";"9";"9";"0.766";"82";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"790";"15.3";"41";"0.4";"7";"0";"50.5";"11";"11";"2";"9";"9";"0.732";"82";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"789";"15.3";"41";"0.4";"7";"0";"50.5";"11";"11";"2";"9";"9";"0.775";"82";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"788";"15.6";"42";"0.4";"7";"0";"53.0";"11";"11";"2";"9";"9";"0.753";"81";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"787";"16.0";"43";"0.5";"7";"0";"55.5";"11";"11";"2";"9";"9";"0.731";"82";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"786";"16.0";"43";"0.5";"7";"0";"55.5";"11";"11";"2";"9";"9";"0.713";"83";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"785";"16.0";"43";"0.5";"7";"0";"55.5";"11";"11";"2";"9";"9";"0.715";"83";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"784";"16.4";"44";"0.5";"7";"0";"58.0";"11";"11";"2";"9";"9";"0.713";"84";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"783";"16.8";"45";"0.5";"7";"0";"60.5";"11";"11";"2";"9";"9";"0.704";"84";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"782";"16.8";"45";"0.5";"7";"0";"60.5";"11";"11";"2";"9";"9";"0.707";"85";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"781";"16.8";"45";"0.5";"7";"0";"60.5";"11";"11";"2";"9";"9";"0.703";"85";"/storage/emulated/0/Documents/images/TE9/0308a.jpg";"27"
"780";"16.8";"45";"0.5";"7";"0";"60.5";"11";"11";"2";"9";"9";"0.711";"85";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"779";"16.4";"44";"0.5";"7";"0";"58.0";"11";"11";"2";"9";"9";"0.713";"85";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"778";"16.4";"44";"0.5";"7";"0";"58.0";"11";"11";"2";"9";"9";"0.725";"85";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"777";"16.0";"43";"0.5";"7";"0";"55.5";"11";"11";"2";"9";"9";"0.722";"85";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"776";"16.0";"43";"0.5";"7";"0";"55.5";"11";"11";"2";"9";"9";"0.749";"85";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"775";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.804";"84";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"774";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.811";"81";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"773";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.844";"80";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"772";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.814";"80";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"771";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.814";"80";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"770";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.763";"80";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"769";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.734";"81";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"768";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.713";"81";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"767";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.726";"82";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"766";"16.0";"43";"0.5";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.687";"83";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"765";"16.0";"43";"0.6";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.673";"84";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"764";"16.0";"43";"0.6";"8";"0";"55.5";"11";"11";"2";"9";"9";"0.674";"86";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"763";"15.6";"42";"0.6";"8";"0";"53.0";"11";"11";"2";"9";"9";"0.676";"86";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"762";"15.6";"42";"0.6";"8";"0";"53.0";"11";"11";"2";"9";"9";"0.672";"87";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"761";"15.6";"42";"0.6";"8";"0";"53.0";"11";"11";"2";"9";"9";"0.678";"88";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"760";"15.6";"42";"0.6";"9";"0";"53.0";"11";"11";"2";"9";"9";"0.684";"88";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"759";"16.0";"43";"0.6";"9";"0";"55.5";"11";"11";"2";"9";"9";"0.68";"88";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"758";"15.6";"42";"0.6";"9";"0";"53.0";"11";"11";"2";"9";"9";"0.687";"88";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"757";"15.6";"42";"0.6";"9";"0";"53.0";"11";"11";"2";"9";"9";"0.686";"89";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"756";"15.6";"42";"0.6";"9";"0";"53.0";"11";"11";"2";"9";"9";"0.689";"89";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"755";"16.0";"43";"0.6";"9";"0";"55.5";"11";"11";"2";"9";"9";"0.683";"89";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"754";"16.0";"43";"0.6";"9";"0";"55.5";"11";"11";"2";"9";"9";"0.688";"89";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"753";"15.6";"42";"0.6";"9";"0";"53.0";"11";"11";"2";"9";"9";"0.689";"89";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"752";"15.6";"42";"0.6";"9";"0";"53.0";"11";"11";"2";"9";"9";"0.687";"89";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"751";"15.6";"42";"0.6";"9";"0";"53.0";"11";"11";"2";"9";"9";"0.69";"89";"/storage/emulated/0/Documents/images/TE9/0409a.jpg";"27"
"750";"15.6";"42";"0.6";"9";"0";"53.0";"11";"11";"2";"9";"9";"0.696";"88";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"27"
"749";"16.0";"43";"0.6";"9";"0";"55.5";"11";"11";"2";"9";"9";"0.692";"88";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"27"
"748";"15.6";"42";"0.6";"9";"0";"53.0";"11";"11";"2";"9";"9";"0.695";"88";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"27"
"747";"15.6";"42";"0.6";"9";"0";"53.0";"11";"11";"2";"9";"9";"0.701";"88";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"27"
"746";"15.3";"41";"0.6";"9";"0";"50.5";"11";"11";"2";"9";"9";"0.697";"88";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"27"
"745";"15.6";"42";"0.6";"9";"0";"53.0";"11";"11";"2";"9";"9";"0.696";"88";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"27"
"744";"15.6";"42";"0.6";"10";"0";"53.0";"11";"11";"2";"9";"9";"0.7";"88";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"27"
"743";"16.0";"43";"0.6";"10";"0";"55.5";"11";"11";"2";"9";"9";"0.696";"88";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"27"
"742";"16.0";"43";"0.7";"10";"0";"55.5";"11";"11";"2";"9";"9";"0.691";"88";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"27"
"741";"16.0";"43";"0.7";"10";"0";"55.5";"11";"11";"2";"9";"9";"0.7";"88";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"27"
"740";"15.6";"42";"0.7";"10";"0";"53.0";"11";"11";"2";"9";"9";"0.702";"88";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"27"
"739";"15.6";"42";"0.7";"10";"0";"53.0";"11";"11";"2";"9";"9";"0.7";"88";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"27"
"738";"15.6";"42";"0.7";"10";"0";"53.0";"11";"11";"2";"9";"9";"0.706";"88";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"27"
"737";"15.6";"42";"0.7";"10";"0";"53.0";"11";"11";"2";"9";"9";"0.708";"87";"/storage/emulated/0/Documents/images/TE9/0414a.jpg";"27"
